"","address","name","newprice","oldprice","sales","reserve","general","holiday","link"
"658","
            昌平区
        ","唱吧麦颂KTV","￥289","￥460","79","是","是","是","/deal/26691299"
"659","
            昌平区
        ","唱吧麦颂KTV","￥419","￥660","17","是","是","是","/deal/26692611"
"660","
            昌平区
        ","唱吧麦颂KTV","￥239","￥460","76","是","是","是","/deal/26690903"
"661","
            昌平区
        ","唱吧麦颂KTV","￥519","￥760","12","是","是","是","/deal/26692455"
"662","
            昌平区
        ","唱吧麦颂KTV","￥35","￥360","7663","是","是","是","/deal/26591632"
"663","
            昌平区
        ","唱吧麦颂KTV","￥329","￥560","72","是","是","是","/deal/26691389"
"664","
            昌平区
        ","58量贩KTV","￥458","￥508","","是","否","是","/deal/26436253"
"665","
            昌平区
        ","天秤座主题量贩KTV","￥138.8","￥298","47","否","否","否","/deal/26187707"
"666","
            昌平区
        ","天秤座主题量贩KTV","￥228","￥358","","否","否","否","/deal/26188302"
"667","
            昌平区
        ","影爱唱K","￥199","￥398","","否","否","否","/deal/27893686"
"668","
            昌平区
        ","影爱唱K","￥269","￥459","","否","否","是","/deal/27893786"
"669","
            昌平区
        ","影爱唱K","￥199","￥439","","否","否","是","/deal/27893600"
"670","
            昌平区
        ","影爱唱K","￥159","￥369","","否","否","是","/deal/27893503"
"671","
            昌平区
        ","影爱唱K","￥119","￥299","","否","否","否","/deal/27893056"
"672","
            昌平区
        ","影爱唱K","￥169","￥389","","否","否","是","/deal/27893439"
"673","
            大兴区
        ","INLOVE爱上银乐迪","￥20","￥88","5064","是","否","是","/deal/25651217"
"674","
            大兴区
        ","舒漫迪KTV","￥28","￥500","2025","是","否","是","/deal/14730027"
"675","
            大兴区
        ","尚k量贩ktv（亦庄店）","￥188","￥470","450","是","否","否","/deal/20575147"
"676","
            大兴区
        ","心源量贩式KTV","￥9.9","￥38","1413","是","否","是","/deal/23724150"
"677","
            大兴区
        ","开心果KTV","￥12","￥165","4007","是","否","是","/deal/19259186"
"678","
            大兴区
        ","友乐汇（绿地缤纷城店）","￥25","￥158","1636","是","否","否","/deal/22625808"
"679","
            大兴区
        ","尚K量贩KTV（亦庄店）","￥12","￥79.33","2754","是","否","否","/deal/20551820"
"680","
            大兴区
        ","友乐汇（火神庙店）","￥25","￥88","1116","是","否","否","/deal/24228064"
"681","
            大兴区
        ","乐巢量贩式KTV","￥9.9","￥115","2233","否","否","是","/deal/13015242"
"682","
            大兴区
        ","今日乐美ktv","￥60","￥198","224","是","否","是","/deal/21424361"
"683","
            大兴区
        ","尚K量贩KTV（亦庄店）","￥158","￥398","180","是","否","否","/deal/20575258"
"684","
            大兴区
        ","开心果KTV","￥168","￥366","662","是","否","是","/deal/11774394"
"685","
            大兴区
        ","夜之宴量贩式KTV","￥188","￥468","48","是","否","是","/deal/24519663"
"686","
            大兴区
        ","星光大道量贩式KTV（亦庄店）","￥98","￥298","47","是","否","否","/deal/25336282"
"687","
            大兴区
        ","尚K量贩KTV（亦庄店）","￥228","￥566","83","是","否","否","/deal/20552001"
"688","
            大兴区
        ","夜之宴量贩式KTV","￥158","￥368","36","是","否","是","/deal/24519538"
"689","
            大兴区
        ","星光大道量贩式KTV（亦庄店）","￥198","￥496","52","是","否","否","/deal/25342471"
"690","
            大兴区
        ","今日乐美ktv","￥80","￥298","89","是","否","是","/deal/21424679"
"691","
            大兴区
        ","心源量贩式KTV","￥9.9","￥38","352","是","否","是","/deal/23855459"
"692","
            大兴区
        ","开心果KTV","￥198","￥426","323","是","否","是","/deal/13236909"
"693","
            大兴区
        ","星光大道量贩式KTV（亦庄店）","￥258","￥658","22","是","否","否","/deal/25342409"
"694","
            大兴区
        ","今日乐美ktv","￥100","￥458","46","是","否","是","/deal/21424771"
"695","
            大兴区
        ","金音谷量贩KTV（芳源里店）","￥128","￥328","9","是","否","否","/deal/23119380"
"696","
            大兴区
        ","夜之宴量贩式KTV","￥238","￥568","9","是","否","是","/deal/24519897"
"697","
            大兴区
        ","奥宇KTV","￥118","￥258","14","否","否","是","/deal/24831634"
"698","
            大兴区
        ","豪情盛筵","￥9.9","￥88","28","是","否","是","/deal/23864990"
"699","
            大兴区
        ","心源量贩式KTV","￥9.9","￥38","66","是","否","是","/deal/23855363"
"700","
            大兴区
        ","星光大道量贩式KTV（亦庄店）","￥158","￥398","9","是","否","否","/deal/25342255"
"701","
            大兴区
        ","梦溪湖量贩式KTV","￥128","￥200","8","是","否","是","/deal/20534657"
"702","
            大兴区
        ","金音谷量贩KTV（芳源里店）","￥168","￥398","6","是","否","否","/deal/23119413"
"703","
            大兴区
        ","富贵城KTV","￥258","￥500","11","是","否","是","/deal/19881361"
"704","
            大兴区
        ","奥兴KTV","￥188","￥358","5","是","否","是","/deal/24839599"
"705","
            大兴区
        ","奥兴KTV","￥268","￥528","3","是","否","是","/deal/24839788"
"706","
            大兴区
        ","乐家量贩式KTV","￥25","￥495","24","否","否","否","/deal/25913127"
"707","
            大兴区
        ","梦溪湖量贩式KTV","￥880","￥1000","","是","否","否","/deal/24727338"
"708","
            大兴区
        ","梦溪湖量贩式KTV","￥260","￥300","","是","否","是","/deal/24726268"
"709","
            大兴区
        ","梦溪湖量贩式KTV","￥188","￥300","2","是","否","是","/deal/14770795"
"710","
            大兴区
        ","梦溪湖量贩式KTV","￥498","￥600","8","是","否","是","/deal/14673618"
"711","
            大兴区
        ","梦溪湖量贩式KTV","￥360","￥400","","是","否","是","/deal/24726675"
"712","
            大兴区
        ","梦溪湖量贩式KTV","￥498","￥600","","是","否","是","/deal/24720530"
"713","
            大兴区
        ","梦溪湖量贩式KTV","￥680","￥800","","是","否","是","/deal/24726928"
"714","
            大兴区
        ","梦溪湖量贩式KTV","￥348","￥500","1","是","否","是","/deal/14674639"
"715","
            大兴区
        ","乐巢量贩式KTV","￥129","￥288","2","否","否","是","/deal/26687218"
"716","
            大兴区
        ","龙凤巢主题量贩KTV（大兴黄村店）","￥359","￥418","1","是","否","否","/deal/26308797"
"717","
            大兴区
        ","乐巢量贩式KTV","￥129","￥308","1","否","否","否","/deal/26702340"
"718","
            大兴区
        ","龙凤巢主题量贩KTV（大兴黄村店）","￥319","￥358","2","是","否","否","/deal/26308738"
"719","
            大兴区
        ","龙凤巢主题量贩KTV（大兴黄村店）","￥539","￥598","","是","否","否","/deal/26308883"
"720","
            大兴区
        ","金岛巨龙量贩KTV","￥38","￥150","2","是","否","是","/deal/26513983"
"721","
            大兴区
        ","JYclub狼人杀俱乐部","￥980","￥3442","","否","否","是","/deal/26608318"
"722","
            大兴区
        ","乐巢量贩式KTV","￥159","￥388","1","否","否","否","/deal/26687395"
"723","
            大兴区
        ","JYclub狼人杀俱乐部","￥1880","￥5286","","否","否","是","/deal/26607878"
"724","
            大兴区
        ","INLOVE爱上银乐迪","￥198","￥388","3","是","否","否","/deal/27893639"
"725","
            大兴区
        ","JYclub狼人杀俱乐部","￥299","￥1412","","否","否","否","/deal/26608147"
"726","
            大兴区
        ","龙凤巢主题量贩KTV（大兴黄村店）","￥259","￥298","6","是","否","否","/deal/26308610"
"727","
            大兴区
        ","金岛巨龙量贩KTV","￥58","￥150","4","是","否","是","/deal/26514017"
"728","
            大兴区
        ","唱吧麦颂KTV","￥229","￥388","306","是","是","是","/deal/26692858"
"729","
            大兴区
        ","唱吧麦颂KTV","￥269","￥488","536","是","是","是","/deal/26693222"
"730","
            大兴区
        ","唱吧麦颂KTV","￥329","￥488","325","是","是","是","/deal/26694498"
"731","
            大兴区
        ","唱吧麦颂KTV","￥399","￥588","356","是","是","是","/deal/26694692"
"732","
            大兴区
        ","唱吧麦颂KTV","￥439","￥588","158","是","是","是","/deal/26694778"
"733","
            大兴区
        ","唱吧麦颂KTV","￥539","￥688","134","是","是","是","/deal/26694909"
"734","
            大兴区
        ","唱吧麦颂KTV","￥269","￥488","555","是","是","是","/deal/26694394"
"735","
            大兴区
        ","唱吧麦颂KTV","￥45","￥560","25741","是","是","是","/deal/26602077"
"736","
            大兴区
        ","唱吧麦颂KTV","￥229","￥388","374","是","是","是","/deal/26694190"
"737","
            大兴区
        ","唱吧麦颂KTV","￥45","￥560","32214","是","是","是","/deal/26601913"
"738","
            大兴区
        ","乐巢量贩式KTV","￥109","￥238","","否","否","否","/deal/26702309"
"739","
            大兴区
        ","金岛巨龙量贩KTV","￥38","￥150","8","是","否","是","/deal/25969125"
"740","
            大兴区
        ","乐家量贩式KTV","￥98","￥828","72","否","否","是","/deal/25946250"
"741","
            石景山区
        ","纯k音乐氧吧量贩KTV（石景山店）","￥20","￥30","6229","是","否","是","/deal/24801510"
"742","
            石景山区
        ","金唱纳量贩式ktv","￥40","￥88","260","是","否","是","/deal/24072693"
"743","
            石景山区
        ","鑫港辉凰音乐KTV","￥30","￥158","383","否","否","是","/deal/22798822"
"744","
            石景山区
        ","金唱纳量贩式ktv","￥238","￥520","78","是","否","是","/deal/20401712"
"745","
            石景山区
        ","大江南KTV","￥16","￥516","361","是","否","是","/deal/15127108"
"746","
            石景山区
        ","乐活量贩音乐街区KTV","￥268","￥588","73","否","否","是","/deal/17617262"
"747","
            石景山区
        ","金唱纳量贩式ktv","￥358","￥660","38","是","否","是","/deal/20402071"
"748","
            石景山区
        ","乐活量贩音乐街区KTV","￥248","￥388","85","否","否","是","/deal/17617165"
"749","
            石景山区
        ","金唱纳量贩式ktv","￥298","￥560","38","是","否","是","/deal/20401997"
"750","
            石景山区
        ","爱尚主题量贩KTV","￥198","￥398","28","是","否","否","/deal/20973552"
"751","
            石景山区
        ","无限时光ktv","￥58","￥80","9","是","否","是","/deal/22580482"
"752","
            石景山区
        ","花丽都ktv","￥60","￥298","20","是","否","是","/deal/20554995"
"753","
            石景山区
        ","豪门KTV","￥188","￥460","4","是","否","是","/deal/23770850"
"754","
            石景山区
        ","豪门KTV","￥138","￥360","4","是","否","是","/deal/23770639"
"755","
            石景山区
        ","豪门KTV","￥18.8","￥108","17","是","否","是","/deal/23770348"
"756","
            石景山区
        ","鑫港辉煌音乐KTV","￥108","￥188","5","否","否","是","/deal/22301836"
"757","
            石景山区
        ","无限时光ktv","￥88","￥100","2","是","否","是","/deal/22580789"
"758","
            石景山区
        ","金唱纳量贩式ktv","￥688","￥1060","1","否","否","是","/deal/23458195"
"759","
            石景山区
        ","鑫港辉凰音乐KTV","￥138","￥348","6","否","否","是","/deal/22319438"
"760","
            石景山区
        ","鑫港辉煌音乐KTV","￥308","￥818","","否","否","是","/deal/22305907"
"761","
            石景山区
        ","金唱纳量贩式ktv","￥518","￥860","","否","否","是","/deal/23458176"
"762","
            石景山区
        ","鑫港辉煌音乐KTV","￥238","￥568","1","否","否","是","/deal/22305641"
"763","
            石景山区
        ","无限时光ktv","￥258","￥320","","是","否","是","/deal/22581029"
"764","
            石景山区
        ","无限时光ktv","￥198","￥260","1","是","否","是","/deal/22580936"
"765","
            石景山区
        ","佰乐迪量贩式KTV","￥25","￥544","193","否","否","是","/deal/26553677"
"766","
            石景山区
        ","唱吧麦颂KTV","￥229","￥388","306","是","是","是","/deal/26692858"
"767","
            石景山区
        ","唱吧麦颂KTV","￥269","￥488","536","是","是","是","/deal/26693222"
"768","
            石景山区
        ","唱吧麦颂KTV","￥359","￥588","399","是","是","是","/deal/26693472"
"769","
            石景山区
        ","唱吧麦颂KTV","￥45","￥560","32214","是","是","是","/deal/26601913"
"770","
            石景山区
        ","唱吧麦颂KTV","￥529","￥788","105","是","是","是","/deal/26693641"
"771","
            石景山区
        ","唱吧麦颂KTV","￥429","￥688","98","是","是","是","/deal/26694095"
"772","
            石景山区
        ","唱吧麦颂KTV","￥319","￥488","243","是","是","是","/deal/26693288"
"773","
            顺义区
        ","J9量贩式KTV俱乐部","￥19","￥204","790","否","否","是","/deal/23341290"
"774","
            顺义区
        ","J9量贩式KTV俱乐部","￥35","￥258","2201","否","否","是","/deal/14754458"
"775","
            顺义区
        ","华夏之城ktv","￥38","￥288","79","是","否","是","/deal/14370588"
"776","
            顺义区
        ","金宝城音乐会馆","￥98","￥198","14","否","否","是","/deal/23203831"
"777","
            顺义区
        ","银樽KTV","￥20","￥88","113","是","否","是","/deal/18236716"
"778","
            顺义区
        ","百顺廷皇家音乐圣殿","￥10","￥200","117","是","否","否","/deal/19144674"
"779","
            顺义区
        ","金宝城音乐会馆","￥128","￥228","4","否","否","是","/deal/23203866"
"780","
            顺义区
        ","百顺廷皇家音乐圣殿","￥258","￥288","2","是","否","否","/deal/19176680"
"781","
            顺义区
        ","金宝城音乐会馆","￥158","￥298","3","否","否","是","/deal/23203919"
"782","
            顺义区
        ","百顺廷皇家音乐圣殿","￥420","￥488","2","是","否","否","/deal/19176834"
"783","
            顺义区
        ","月城音乐会所","￥79","￥168","3","是","否","是","/deal/15225653"
"784","
            顺义区
        ","百顺廷皇家音乐圣殿","￥330","￥388","","是","否","否","/deal/19176775"
"785","
            顺义区
        ","金声缘ktv","￥9.9","￥94","168","否","否","是","/deal/14743529"
"786","
            顺义区
        ","开心果KTV","￥498","￥1040","1","是","否","是","/deal/27823165"
"787","
            顺义区
        ","唱吧麦颂KTV","￥199","￥360","130","是","是","是","/deal/26690322"
"788","
            顺义区
        ","唱吧麦颂KTV","￥289","￥460","79","是","是","是","/deal/26691299"
"789","
            顺义区
        ","唱吧麦颂KTV","￥419","￥660","17","是","是","是","/deal/26692611"
"790","
            顺义区
        ","唱吧麦颂KTV","￥239","￥460","76","是","是","是","/deal/26690903"
"791","
            顺义区
        ","唱吧麦颂KTV","￥519","￥760","12","是","是","是","/deal/26692455"
"792","
            顺义区
        ","唱吧麦颂KTV","￥35","￥360","7663","是","是","是","/deal/26591632"
"793","
            顺义区
        ","唱吧麦颂KTV","￥329","￥560","72","是","是","是","/deal/26691389"
"794","
            顺义区
        ","麦乐汇KTV","￥25","￥80","98","是","否","是","/deal/26512302"
"795","
            顺义区
        ","开心果KTV","￥298","￥628","","是","否","是","/deal/27823103"
"796","
            顺义区
        ","开心果KTV","￥98","￥214","","是","否","是","/deal/27823204"
"797","
            房山区
        ","金天乐","￥10","￥88","4759","是","否","否","/deal/17556660"
"798","
            房山区
        ","盛世辉煌（房山店）","￥59","￥189","55","是","否","是","/deal/23609113"
"799","
            房山区
        ","优麦客量贩式KTV","￥15","￥66","537","是","否","是","/deal/23424121"
"800","
            房山区
        ","优麦客量贩式KTV","￥198","￥380","4","是","否","否","/deal/23127650"
"801","
            房山区
        ","优麦客量贩式KTV","￥228","￥380","13","是","否","否","/deal/23127939"
"802","
            房山区
        ","乐翻天KTV（绿地缤纷城店）","￥288","￥598","","是","否","是","/deal/25247834"
"803","
            房山区
        ","优麦客量贩式KTV","￥298","￥480","6","是","否","否","/deal/23128036"
"804","
            房山区
        ","优麦客量贩式KTV","￥328","￥480","6","是","否","否","/deal/23128169"
"805","
            房山区
        ","金海阁KTV","￥338","￥488","1","是","否","是","/deal/18349306"
"806","
            房山区
        ","金海阁KTV（良乡店）","￥438","￥688","","是","否","是","/deal/18349574"
"807","
            房山区
        ","纯k音乐氧吧量贩KTV","￥25","￥30","449","是","否","是","/deal/27202718"
"808","
            房山区
        ","唱吧麦颂KTV","￥529","￥788","105","是","是","是","/deal/26693641"
"809","
            房山区
        ","唱吧麦颂KTV","￥429","￥688","98","是","是","是","/deal/26694095"
"810","
            房山区
        ","唱吧麦颂KTV","￥319","￥488","243","是","是","是","/deal/26693288"
"811","
            房山区
        ","唱吧麦颂KTV","￥229","￥388","306","是","是","是","/deal/26692858"
"812","
            房山区
        ","唱吧麦颂KTV","￥269","￥488","536","是","是","是","/deal/26693222"
"813","
            房山区
        ","唱吧麦颂KTV","￥359","￥588","399","是","是","是","/deal/26693472"
"814","
            房山区
        ","唱吧麦颂KTV","￥45","￥560","32214","是","是","是","/deal/26601913"
"815","
            门头沟区
        ","友乐汇（门头沟店）","￥25","￥128","1349","是","否","否","/deal/24227153"
"816","
            门头沟区
        ","圣海湖KTV","￥20","￥168","677","否","否","否","/deal/25095598"
"817","
            门头沟区
        ","唱吧麦颂KTV","￥229","￥388","306","是","是","是","/deal/26692858"
"818","
            门头沟区
        ","唱吧麦颂KTV","￥269","￥488","536","是","是","是","/deal/26693222"
"819","
            门头沟区
        ","唱吧麦颂KTV","￥529","￥788","105","是","是","是","/deal/26693641"
"820","
            门头沟区
        ","唱吧麦颂KTV","￥429","￥688","98","是","是","是","/deal/26694095"
"821","
            门头沟区
        ","唱吧麦颂KTV","￥319","￥488","243","是","是","是","/deal/26693288"
"822","
            门头沟区
        ","唱吧麦颂KTV","￥359","￥588","399","是","是","是","/deal/26693472"
"823","
            门头沟区
        ","唱吧麦颂KTV","￥45","￥560","32214","是","是","是","/deal/26601913"
"824","
            怀柔区
        ","派对空间主题量贩KTV","￥10","￥210","1048","是","否","是","/deal/14844115"
"825","
            怀柔区
        ","影人娱乐KTV","￥19.9","￥90","293","否","否","是","/deal/19688910"
"826","
            怀柔区
        ","麦酷主题式量贩KTV","￥9.9","￥470","423","否","否","否","/deal/20957075"
"827","
            怀柔区
        ","派对空间主题量贩KTV","￥30","￥480","147","是","否","是","/deal/14846863"
"828","
            怀柔区
        ","影人娱乐KTV","￥160","￥198","36","否","否","是","/deal/19700214"
"829","
            怀柔区
        ","kiss音乐之声主题量贩KTV（怀柔店）","￥56","￥60","20","是","否","否","/deal/25416250"
"830","
            怀柔区
        ","kiss音乐之声主题量贩KTV（怀柔店）","￥238","￥258","2","是","否","否","/deal/25416276"
"831","
            怀柔区
        ","金都ktv","￥9.9","￥480","132","是","否","是","/deal/14837405"
"832","
            怀柔区
        ","kiss音乐之声主题量贩KTV（怀柔店）","￥68","￥80","3","是","否","是","/deal/25289371"
"833","
            怀柔区
        ","派对空间主题量贩KTV","￥10","￥210","85","是","否","是","/deal/14848183"
"834","
            怀柔区
        ","kiss音乐之声主题量贩KTV（怀柔店）","￥288","￥318","8","是","否","是","/deal/25289665"
"835","
            怀柔区
        ","影人娱乐KTV","￥400","￥498","","否","否","是","/deal/19700294"
"836","
            怀柔区
        ","kiss音乐之声主题量贩KTV（怀柔店）","￥560","￥580","","是","否","否","/deal/25416424"
"837","
            怀柔区
        ","kiss音乐之声主题量贩KTV（怀柔店）","￥460","￥490","1","是","否","否","/deal/25416375"
"838","
            怀柔区
        ","明珠量贩KTV","￥75","￥90","","否","否","是","/deal/27119268"
"839","
            怀柔区
        ","明珠量贩KTV","￥430","￥469","","否","否","是","/deal/27119306"
"840","
            怀柔区
        ","明珠量贩KTV","￥330","￥369","1","否","否","是","/deal/27119305"
"841","
            怀柔区
        ","明珠量贩KTV","￥230","￥269","","否","否","是","/deal/27119304"
"842","
            怀柔区
        ","明珠量贩KTV","￥55","￥70","1","否","否","是","/deal/27101491"
"843","
            怀柔区
        ","明珠量贩KTV","￥85","￥100","2","否","否","是","/deal/27119269"
"844","
            平谷区
        ","钻石量贩式KTV","￥30","￥320","370","是","否","否","/deal/14785524"
"845","
            平谷区
        ","唱吧麦颂KTV","￥35","￥360","1456","是","是","是","/deal/26601840"
"846","
            平谷区
        ","唱吧麦颂KTV","￥169","￥360","47","是","是","是","/deal/26695725"
"847","
            平谷区
        ","唱吧麦颂量贩式KTV","￥199","￥480","94","是","是","是","/deal/26695956"
"848","
            平谷区
        ","唱吧麦颂KTV","￥399","￥588","15","是","是","是","/deal/26695996"
"849","
            密云县
        ","万都金港KTV","￥80","￥476","370","否","否","是","/deal/19561562"
"850","
            密云县
        ","万都金港KTV","￥268","￥476","143","否","否","是","/deal/21359390"
"851","
            密云县
        ","万都金港ktv","￥70","￥476","191","否","否","是","/deal/15022831"
"852","
            密云县
        ","万都金港ktv","￥158","￥386","187","否","否","是","/deal/21370948"
"853","
            密云县
        ","万都金港KTV","￥130","￥536","81","否","否","是","/deal/19563588"
"854","
            密云县
        ","盛世夜都KTV","￥50","￥240","155","否","否","是","/deal/14524784"
"855","
            密云县
        ","万都金港KTV","￥180","￥636","35","否","否","是","/deal/19563702"
"856","
            密云县
        ","万都金港KTV","￥368","￥576","33","否","否","是","/deal/21359870"
"857","
            密云县
        ","万都金港ktv","￥258","￥686","24","否","否","是","/deal/21359098"
"858","
            密云县
        ","万都金港ktv","￥208","￥586","37","否","否","是","/deal/21370972"
"859","
            密云县
        ","万都金港KTV","￥468","￥676","27","否","否","是","/deal/21360095"
"860","
            密云县
        ","盛世夜都KTV","￥218","￥628","13","否","否","是","/deal/14665110"
"861","
            密云县
        ","盛世夜都KTV","￥80","￥480","26","否","否","是","/deal/14526496"
"862","
            密云县
        ","盛世夜都KTV","￥88","￥305","2","否","否","是","/deal/14525600"
"863","
            密云县
        ","万都金港ktv","￥110","￥640","36","否","否","是","/deal/15022880"
"864","
            密云县
        ","盛世夜都KTV","￥178","￥630","1","否","否","是","/deal/14557838"
"865","
            密云县
        ","万都金港ktv","￥160","￥812","18","否","否","是","/deal/15022901"
"866","
            密云县
        ","唱吧麦颂KTV","￥169","￥360","47","是","是","是","/deal/26695725"
"867","
            密云县
        ","唱吧麦颂量贩式KTV","￥199","￥480","94","是","是","是","/deal/26695956"
"868","
            密云县
        ","唱吧麦颂KTV","￥399","￥588","15","是","是","是","/deal/26695996"
"869","
            密云县
        ","唱吧麦颂KTV","￥35","￥360","1456","是","是","是","/deal/26601840"
"870","
            延庆县
        ","唱吧麦颂KTV","￥199","￥360","130","是","是","是","/deal/26690322"
"871","
            延庆县
        ","唱吧麦颂KTV","￥289","￥460","79","是","是","是","/deal/26691299"
"872","
            延庆县
        ","唱吧麦颂KTV","￥419","￥660","17","是","是","是","/deal/26692611"
"873","
            延庆县
        ","唱吧麦颂KTV","￥239","￥460","76","是","是","是","/deal/26690903"
"874","
            延庆县
        ","唱吧麦颂KTV","￥519","￥760","12","是","是","是","/deal/26692455"
"875","
            延庆县
        ","唱吧麦颂KTV","￥35","￥360","7663","是","是","是","/deal/26591632"
"876","
            延庆县
        ","唱吧麦颂KTV","￥329","￥560","72","是","是","是","/deal/26691389"
